ORPHANET_ID	ORPHANET_NAME	UMLS_CUI
119	Autosomal recessive limb-girdle muscular dystrophy type 2E	C1858593
119	Autosomal recessive limb-girdle muscular dystrophy type 2E	C2930900
603	Distal myopathy, Welander type	C0221054
603	Distal myopathy, Welander type	C2931290
588	Muscle-eye-brain disease	C0457133
899	Walker-Warburg syndrome	C0265221
272	Congenital muscular dystrophy, Fukuyama type	C0410174
265	Autosomal dominant limb-girdle muscular dystrophy type 1C	C1832567
268	Autosomal recessive limb-girdle muscular dystrophy type 2B	C1850889
263	Limb-girdle muscular dystrophy	C0686353
609	Tibial muscular dystrophy	C1838244
609	Tibial muscular dystrophy	C1450052
602	GNE myopathy	C1853926
602	GNE myopathy	C1833373
781	Q fever	C0034362
781	Q fever	C2973787
302	Epidermodysplasia verruciformis	C0014522
297	Tick-borne encephalitis	C0014061
182	Chromomycosis	C0008582
128	Diphyllobothriasis	C0012561
128	Diphyllobothriasis	C0277032
283	Demodicidosis	C3854478
76	Strongyloidiasis	C0038463
76	Strongyloidiasis	C0085810
74	Angiostrongyliasis	C0392662
108	Babesiosis	C0004576
78	Ankylostomiasis	C0002831
78	Ankylostomiasis	C0019911
129	Pseudopelade of Brocq	C0086873
123	Björnstad syndrome	C0266006
898	Wagner disease	C0339540
898	Wagner disease	C1840452
518	Acute megakaryoblastic leukemia	C0023462
318	Acute erythroid leukemia	C0023440
514	Acute monoblastic leukemia	C1318544
514	Acute monoblastic leukemia	C0457334
514	Acute monoblastic leukemia	C0023465
517	Acute myelomonocytic leukemia	C0023479
222	Erosive pustular dermatosis of the scalp	C0406464
202	Crandall syndrome	C0432348
170	Woolly hair	C0343073
170	Woolly hair	C0345427
169	Ringed hair disease	C0263489
168	Loose anagen syndrome	C0406468
591	Furuncular myiasis	C2931766
723	Pneumocystosis	C1535939
472	Isosporiasis	C0311386
504	Creeping myiasis	C0546999
504	Creeping myiasis	C1562462
401	Hymenolepiasis	C0020413
390	Histoplasmosis	C0019655
390	Histoplasmosis	C0153261
400	Cystic echinococcosis	C0013502
520	Acute promyelocytic leukemia	C0023487
450	Heterotaxia	C3178805
224	Neonatal diabetes mellitus	C0158981
826	Sporotrichosis	C0038034
879	Tungiasis	C0277356
91	Aromatase deficiency	C1960539
91	Aromatase deficiency	C0878680
91	Aromatase deficiency	C0853662
873	Desmoid tumor	C0079218
553	Cushing syndrome	C0001622
553	Cushing syndrome	C0010481
679	Malignant atrophic papulosis	C0221011
901	Wells syndrome	C0343101
703	Bullous pemphigoid	C0030805
841	Sebocystomatosis	C0259771
841	Sebocystomatosis	C3671377
817	Peeling skin syndrome	C0406357
817	Peeling skin syndrome	C1849193
817	Peeling skin syndrome	C0343064
867	Familial multiple trichoepithelioma	C1275122
735	Porokeratosis of Mibelli	C0949506
659	Mutilating palmoplantar keratoderma with periorificial keratotic plaques	C2609071
737	Porokeratosis plantaris palmaris et disseminata	C0162838
523	Hereditary leiomyomatosis and renal cell cancer	C1708350
530	Lipoid proteinosis	C0023795
493	Familial keratoacanthoma	C0546476
488	Urachal cyst	C0041915
105	Atresia of urethra	C0345345
105	Atresia of urethra	C1610065
237	Duplication of urethra	C0266348
721	Gray platelet syndrome	C0272302
721	Gray platelet syndrome	C2717750
722	Hypoplasminogenemia	C0398621
722	Hypoplasminogenemia	C1968804
749	Congenital prekallikrein deficiency	C0272339
853	Fetal and neonatal alloimmune thrombocytopenia	C3854603
853	Fetal and neonatal alloimmune thrombocytopenia	C3853779
483	Congenital high-molecular-weight kininogen deficiency	C0272340
465	Congenital plasminogen activator inhibitor type 1 deficiency	C2750067
310	Reflex epilepsy	C0270857
1332	Medullary thyroid carcinoma	C0238462
877	Neuroendocrine neoplasm	C0014132
877	Neuroendocrine neoplasm	C0003650
877	Neuroendocrine neoplasm	C0206754
73	Gorham-Stout disease	C0029438
728	Relapsing polychondritis	C0032453
142	Anaplastic thyroid carcinoma	C0238461
143	Parathyroid carcinoma	C0687150
759	Central precocious puberty	C0342543
786	Glucocorticoid resistance	C1841972
1666	Dextrocardia	C0011813
1666	Dextrocardia	C0265863
1461	Criss-cross heart	C0010334
1205	Mitral atresia	C0344760
615	Familial atrial myxoma	C1850635
1330	Partial atrioventricular canal	C0344735
671	Primary cutis verticis gyrata	C0263417
864	Trichofolliculoma	C0334262
247	Arrhythmogenic right ventricular cardiomyopathy	C0349788
444	Marie Unna hereditary hypotrichosis	C2931059
499	Kerion celsi	C0276742
573	Monilethrix	C0546966
525	Lichen planopilaris	C0023645
700	Alopecia totalis	C0263504
840	Syringocystadenoma papilliferum	C0406803
384	Huriez syndrome	C0406767
409	Hyperkeratosis lenticularis perstans	C0263420
41	Dyschromatosis symmetrica hereditaria	C0406775
122	Birt-Hogg-Dubé syndrome	C0346010
38	Acrokeratoelastoidosis of Costa	C0545044
39	Acromelanosis	C0406779
241	Dyschromatosis universalis hereditaria	C1306229
211	Familial cylindromatosis	C1704217
211	Familial cylindromatosis	C1851526
435	Ito hypomelanosis	C0022283
3282	Multifocal atrial tachycardia	C0221158
188	Systemic capillary leak syndrome	C0343084
303	Dystrophic epidermolysis bullosa	C0079294
305	Junctional epidermolysis bullosa	C0079301
2908	Kindler syndrome	C0406557
81	Antisynthetase syndrome	C2609059
563	Peripartum cardiomyopathy	C0877208
563	Peripartum cardiomyopathy	C0269972
764	Pyomyositis	C0041188
764	Pyomyositis	C1704275
779	Reynolds syndrome	C0748397
838	Susac syndrome	C2717757
889	Cutaneous small vessel vasculitis	C0151436
482	Kimura disease	C0033838
31837	Pulmonary venoocclusive disease	C0034091
31740	Hypersensitivity pneumonitis	C0002390
31709	Infantile convulsions and choreoathetosis	C1865926
31826	Ethylene glycol poisoning	C0413194
31205	Rat-bite fever	C0034686
31204	Nocardiosis	C0028242
31154	Hypobetalipoproteinemia	C0020597
31202	Melioidosis	C0025229
31150	Tangier disease	C0039292
31153	Hypoalphalipoproteinemia	C0473527
31112	Dermatofibrosarcoma protuberans	C0392784
30924	Primary hypomagnesemia with secondary hypocalcemia	C1865974
71279	CANOMAD syndrome	C2931684
71271	Split hand-split foot-deafness syndrome	C1857344
71272	Sandifer syndrome	C0338465
71273	Renal nutcracker syndrome	C3178770
71275	Rh deficiency syndrome	C0272052
71275	Rh deficiency syndrome	C1849387
71276	Silent sinus syndrome	C3698095
71277	Classic glucose transporter type 1 deficiency syndrome	C1847501
71209	Rare soft tissue tumor	C0037579
71212	Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	C1291230
71211	Neuromyelitis optica	C0027873
71213	Retinal capillary malformation	C0730304
71203	Autoimmune thrombocytopenia	C0242584
70591	Chronic thromboembolic pulmonary hypertension	C2363973
70592	Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency	C1843256
70589	Bronchopulmonary dysplasia	C0006287
70595	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome	C1843851
70594	Dopa-responsive dystonia due to sepiapterin reductase deficiency	C0268468
70573	Small cell lung cancer	C0149925
70568	Post-transplant lymphoproliferative disease	C0432487
70588	Meconium aspiration syndrome	C0025048
70587	Infant acute respiratory distress syndrome	C0852283
70587	Infant acute respiratory distress syndrome	C0020192
70587	Infant acute respiratory distress syndrome	C0035220
70472	Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	C1857355
70567	Cholangiocarcinoma	C0206698
70567	Cholangiocarcinoma	C0740277
70482	Carcinoma of esophagus	C0014859
70482	Carcinoma of esophagus	C0546837
70482	Carcinoma of esophagus	C0152018
70476	Vernal keratoconjunctivitis	C0022577
70475	Radiation proctitis	C0400827
69745	Warty dyskeratoma	C0334063
69737	Bosley-Salih-Alorainy syndrome	C1832216
69739	Athabaskan brainstem dysgenesis syndrome	C1832215
69663	Low phospholipid-associated cholelithiasis	C2609268
69723	Tyrosinemia type 3	C0268623
69126	Pyogenic arthritis-pyoderma gangrenosum-acne syndrome	C1858361
69087	Naegeli-Franceschetti-Jadassohn syndrome	C0343111
69125	Anonychia with flexural pigmentation	C1862844
69088	Anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome	C1845919
69083	Ectodermal dysplasia with natal teeth, Turnpenny type	C1832444
69082	Odonto-tricho-ungual-digito-palmar syndrome	C1865998
69085	Limb-mammary syndrome	C1863753
69084	Pure hair and nail ectodermal dysplasia	C1865951
69077	Rhabdoid tumor	C0206743
69076	Familial renal glucosuria	C0017980
69076	Familial renal glucosuria	C3245525
69078	Liposarcoma	C0023827
67048	3-methylglutaconic aciduria type 4	C0574085
67048	3-methylglutaconic aciduria type 4	C1855126
67046	3-methylglutaconic aciduria type 1	C0342727
67046	3-methylglutaconic aciduria type 1	C0342728
67047	3-methylglutaconic aciduria type 3	C0574084
67044	Thrombocytopenia with congenital dyserythropoietic anemia	C1845837
67045	X-linked intellectual disability with isolated growth hormone deficiency	C1848068
67042	Late-onset retinal degeneration	C1854065
67043	Acanthamoeba keratitis	C0000880
67041	Hyaluronidase deficiency	C1291490
67038	B-cell chronic lymphocytic leukemia	C0855095
67038	B-cell chronic lymphocytic leukemia	C1868683
67038	B-cell chronic lymphocytic leukemia	C0023434
66662	Extracutaneous mastocytoma	C0272202
67036	Autosomal dominant optic atrophy and cataract	C1833809
66661	Mast cell sarcoma	C0036221
66646	Cutaneous mastocytosis	C1136033
66637	Diaphanospondylodysostosis	C1842691
66634	Dilated cardiomyopathy with ataxia	C1857776
66631	CEDNIK syndrome	C1836033
66630	Congenital pseudoarthrosis of the clavicle	C0265565
66629	Goldberg-Shprintzen megacolon syndrome	C1836123
66627	Pigmented villonodular synovitis	C0039106
66625	Cerebrooculonasal syndrome	C1854108
66529	Tako-Tsubo cardiomyopathy	C1168291
66529	Tako-Tsubo cardiomyopathy	C1739395
65798	Goodman syndrome	C0265303
65283	Timothy syndrome	C1832916
65282	Carvajal syndrome	C1854063
65285	Lhermitte-Duclos disease	C1266181
65285	Lhermitte-Duclos disease	C0391826
65284	Biotin-thiamine-responsive basal ganglia disease	C1843807
65287	Beta-ureidopropionase deficiency	C1291512
65286	3q29 microdeletion syndrome	C2674949
65681	Vaginal atresia	C1321884
65288	Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome	C1836780
65683	Isolated focal cortical dysplasia	C2938983
65683	Isolated focal cortical dysplasia	C1846385
65682	Benign recurrent intrahepatic cholestasis	C0149841
65720	Arthrogryposis-severe scoliosis syndrome	C1836756
65684	Monomelic amyotrophy	C1865384
65748	Multiple self-healing squamous epithelioma	C0546476
65743	Autosomal dominant multiple pterygium syndrome	C1867440
65759	Carpenter syndrome	C1275078
65753	Charcot-Marie-Tooth disease type 1	C0751036
64744	IgG4-related thyroid disease	C0154162
64745	Pruritic urticarial papules and plaques of pregnancy	C0269680
64746	Autosomal dominant Charcot-Marie-Tooth disease type 2	C0270914
64748	Dejerine-Sottas syndrome	C0011195
64752	Hereditary sensory and autonomic neuropathy type 5	C0002768
64752	Hereditary sensory and autonomic neuropathy type 5	C0020075
64754	Nevus comedonicus syndrome	C0265987
64755	Becker nevus syndrome	C0263579
64755	Becker nevus syndrome	C1858042
65250	Perineural cyst	C0520720
64686	Tolosa-Hunt syndrome	C0040381
64686	Tolosa-Hunt syndrome	C0392060
64722	Granulomatous mastitis	C0405469
64720	Leiomyosarcoma	C0023269
64694	Trench fever	C0040830
64692	Oroya fever	C0029307
64692	Oroya fever	C0348974
64739	Ovarian hyperstimulation syndrome	C0085083
64734	Iridocorneal endothelial syndrome	C0339285
64734	Iridocorneal endothelial syndrome	C1096100
64742	Pleuropulmonary blastoma	C1266144
64741	Pulmonary blastoma	C0206629
64740	Recurrent acute pancreatitis	C0267937
63259	Iniencephaly	C0152234
63260	Craniorachischisis	C0152426
63440	Isolated oxycephaly	C0030044
63442	Angel-shaped phalango-epiphyseal dysplasia	C1739384
63275	Pemphigoid gestationis	C0019343
63454	Pattern dystrophy	C1868569
63455	Paraneoplastic pemphigus	C1112570
63443	Rare epithelial tumor of stomach	C0024623
63446	Acrocapitofemoral dysplasia	C1843096
63999	IgG4-related mediastinitis	C0221386
63999	IgG4-related mediastinitis	C0264573
63862	Schisis association	C2931271
60040	Megalencephaly-capillary malformation-polymicrogyria syndrome	C1865285
60039	Pudendal neuralgia	C3178970
60039	Pudendal neuralgia	C1997249
60041	Congenital heart block	C3884338
60041	Congenital heart block	C0149530
60032	Recurrent respiratory papillomatosis	C1168198
60033	Idiopathic bronchiectasis	C0339985
59303	Neonatal ichthyosis-sclerosing cholangitis syndrome	C1843355
59305	Gestational trophoblastic neoplasm	C1135868
59306	McLeod neuroacanthocytosis syndrome	C0398568
59298	Schilder disease	C0007795
60015	Enlarged parietal foramina	C1868598
60025	Pulmonary alveolar microlithiasis	C0155912
60030	Loeys-Dietz syndrome	C1836635
60030	Loeys-Dietz syndrome	C2697932
59315	Rhombencephalosynapsis	C1866130
60014	Argyria	C0003782
57145	SUNCT syndrome	C1262087
56970	Human prion disease	C0162534
56965	Progressive bulbar paralysis of childhood	C0015708
56965	Progressive bulbar paralysis of childhood	C0393540
56425	Cold agglutinin disease	C0175816
59181	Sorsby pseudoinflammatory fundus dystrophy	C0339515
58040	Osteoblastoma	C0029417
58017	Classic hairy cell leukemia	C0023443
55595	Autosomal dominant limb-girdle muscular dystrophy type 1F	C1842062
55596	Autosomal dominant limb-girdle muscular dystrophy type 1G	C1836765
54595	Craniopharyngioma	C0010276
54368	Sarcocystosis	C0036231
54370	Primary membranoproliferative glomerulonephritis	C0017662
54272	Hepatocellular adenoma	C0206669
56304	Atelosteogenesis type II	C1850554
56304	Atelosteogenesis type II	C1850555
56304	Atelosteogenesis type II	C0432203
56305	Atelosteogenesis type III	C3668942
56044	Carcinoma of gallbladder and extrahepatic biliary tract	C0235782
56044	Carcinoma of gallbladder and extrahepatic biliary tract	C0153452
55880	Chondrosarcoma	C0008479
55881	Adamantinoma	C1367554
55654	Hypotrichosis simplex	C1854310
55655	Pneumococcal meningitis	C0025295
79213	Mucopolysaccharidosis	C0026703
79212	Mucolipidosis	C0026697
79233	Hypoxanthine guanine phosphoribosyltransferase partial deficiency	C0268117
79230	Hemochromatosis type 2	C0268060
79237	Galactokinase deficiency	C0268155
79237	Galactokinase deficiency	C0751158
79234	Crigler-Najjar syndrome type 1	C0010324
79234	Crigler-Najjar syndrome type 1	C2931131
79235	Crigler-Najjar syndrome type 2	C0268311
79235	Crigler-Najjar syndrome type 2	C2931132
79224	Disorder of purine or pyrimidine metabolism	C0034139
79225	Sphingolipidosis	C0037899
79189	Peroxisome biogenesis disorder	C1832200
79179	Disorder of glycerol metabolism	C0342762
79181	Disorder of histidine metabolism	C0268512
79201	Glycogen storage disease	C0017919
79191	Disorder of purine metabolism	C0268104
79193	Disorder of pyrimidine metabolism	C0268127
79196	Disorder of the gamma-glutamyl cycle	C0268517
79197	Disorder of branched-chain amino acid metabolism	C0342712
79157	2-methylbutyryl-CoA dehydrogenase deficiency	C1864912
79155	Hydroxykynureninuria	C0268474
79153	Idiopathic trachyonychia	C0406443
79152	Disseminated superficial actinic porokeratosis	C0265970
79151	Acrokeratosis verruciformis of Hopf	C0265971
79150	Linear and whorled nevoid hypermelanosis	C1304501
79149	Dermochondrocorneal dystrophy	C0432288
79148	Elastosis perforans serpiginosa	C0221271
79147	Familial reactive perforating collagenosis	C1857624
79146	Familial progressive hyperpigmentation	C1840392
79146	Familial progressive hyperpigmentation	C1835039
79145	Dowling-Degos disease	C3714534
79144	Isolated congenital onychodysplasia	C1853984
79143	Isolated congenital anonychia	C0265998
79166	Disorder of amino acid absorption and transport	C0268641
79161	Disorder of carbohydrate metabolism	C0149670
79159	Isobutyryl-CoA dehydrogenase deficiency	C1969809
79106	Eiken syndrome	C1838779
79113	Mandibulofacial dysostosis-microcephaly syndrome	C1864652
79102	Thyrotoxic periodic paralysis	C0268446
79105	Myxofibrosarcoma	C3714524
79098	Sympathetic ophthalmia	C0029077
79101	Hyperprolinemia type 2	C0268530
79101	Hyperprolinemia type 2	C2931835
79100	Atrophoderma vermiculata	C0263429
79095	Congenital bile acid synthesis defect type 4	C1858328
